wire_number,mu_A,mu_B,n_A,n_B
481,5.8340418338775635,5.4968273639678955,8,8
482,5.9373719692230225,5.3999998569488525,8,8
483,5.7990758419036865,5.773798942565918,8,8
484,6.074182033538818,5.4666078090667725,8,8
485,6.051806449890137,5.5910115242004395,8,8
486,5.95802640914917,5.490691661834717,8,8
487,5.992894172668457,5.558228254318237,8,8
488,5.822913885116577,5.492425203323364,8,8
489,6.0220701694488525,5.56410026550293,8,8
490,5.869999885559082,5.557369947433472,8,8
491,5.690011501312256,5.603045225143433,8,8
492,5.907210111618042,5.551846981048584,8,8
493,5.9191975593566895,5.359999895095825,8,8
494,5.866038084030151,5.380079030990601,8,8
495,5.899176359176636,5.3080761432647705,8,8
496,5.771432161331177,5.4921722412109375,8,8
497,5.6322808265686035,5.446509838104248,8,8
498,5.922261953353882,5.618301153182983,8,8
499,5.8364787101745605,5.459382057189941,8,8
500,5.800920248031616,5.435321092605591,8,8
501,5.936517000198364,5.481565952301025,8,8
502,5.709827184677124,5.485189914703369,8,8
503,5.9934563636779785,5.392280101776123,8,8
504,5.939335346221924,5.418952226638794,8,8
505,5.9294469356536865,5.574961185455322,8,8
506,6.02300763130188,5.53512167930603,8,8
507,5.985920190811157,5.6187968254089355,8,8
508,5.819999933242798,5.696045875549316,8,8
509,5.7754807472229,5.580678939819336,8,8
510,5.787841558456421,5.733532428741455,8,8
511,5.966389179229736,5.54730224609375,8,8
512,5.803786516189575,5.518615245819092,8,8
513,5.836832046508789,5.545431852340698,8,8
514,5.87264084815979,5.774229288101196,8,8
515,5.919263124465942,5.466301679611206,8,8
516,5.869120836257935,5.610276699066162,8,8
517,5.806415796279907,5.330000162124634,8,8
518,5.650965929031372,5.366204500198364,8,8
519,5.72575831413269,5.564720392227173,8,8
520,5.689333915710449,5.4905195236206055,8,8
521,5.892742395401001,5.517959117889404,8,8
522,5.803121328353882,5.504999876022339,8,8
523,5.786189794540405,5.542582035064697,8,8
524,5.680913209915161,5.299999952316284,8,8
525,5.74553370475769,5.55334997177124,8,8
526,5.693934679031372,5.545352458953857,8,8
527,5.6334145069122314,5.490000009536743,8,8
528,5.576853513717651,5.605815887451172,8,8
529,5.739562273025513,5.58296012878418,8,8
530,5.8896870613098145,5.559999942779541,8,8
531,5.9443066120147705,5.555000066757202,8,8
532,5.648688077926636,5.384875297546387,8,8
533,5.806052207946777,5.5249998569488525,8,8
534,5.590737342834473,5.724910259246826,8,8
535,5.635140895843506,5.607389688491821,8,8
536,5.638523817062378,5.571322917938232,8,8
537,5.913860082626343,5.815029859542847,8,8
538,5.684986114501953,5.5900983810424805,8,8
539,5.917057752609253,5.445528268814087,8,8
540,5.9565582275390625,5.5510454177856445,8,8
541,5.894999980926514,5.611353397369385,8,8
542,5.670104026794434,5.57973051071167,8,8
543,5.669450521469116,5.56738543510437,8,8
544,5.635721206665039,5.521146535873413,8,8
545,5.619999885559082,5.5094873905181885,8,8
546,5.684461355209351,5.467543125152588,8,8
547,5.616104602813721,5.383063554763794,8,8
548,5.642284154891968,5.471117734909058,8,8
549,5.650473356246948,5.498247385025024,8,8
550,5.564180374145508,5.444636106491089,8,8
551,5.591254234313965,5.47133469581604,8,8
552,5.632622003555298,5.491304874420166,8,8
553,5.620872735977173,5.52014422416687,8,8
554,5.738644361495972,5.5313029289245605,8,8
555,5.6112189292907715,5.560775518417358,8,8
556,5.654529094696045,5.495920658111572,8,8
